ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned,Checkout_Conversion_Rate,Browsing_Intensity
Session_ID_3403,1,8,1.0,0,4.0,0,2,0,0,1,0,1,0.0,0.1111111111111111
Session_ID_3404,0,7,1.0,0,3.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_3405,0,5,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_3406,0,9,4.0,0,1.0,0,1,1,0,1,1,1,0.0,0.1
Session_ID_3407,0,5,0.0,0,1.0,0,1,2,0,1,0,1,0.0,0.16666666666666666
Session_ID_3408,0,6,0.0,0,2.0,0,1,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_3409,1,9,2.0,0,0.0,0,1,1,0,2,0,1,0.0,0.2
Session_ID_3410,0,10,3.0,0,3.0,0,1,1,0,2,1,1,0.0,0.18181818181818182
Session_ID_3411,0,13,3.0,0,1.0,0,2,2,1,2,1,1,0.0,0.14285714285714285
Session_ID_3412,1,8,1.0,0,0.0,0,0,2,0,3,0,1,0.0,0.3333333333333333
Session_ID_3413,0,5,0.0,0,2.0,0,0,3,0,0,0,1,0.0,0.0
Session_ID_3414,0,2,0.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3415,0,10,3.0,0,0.0,0,2,1,1,1,1,1,0.0,0.09090909090909091
Session_ID_3416,0,1,0.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_3417,1,13,6.0,0,2.0,0,0,2,0,1,1,1,0.0,0.07142857142857142
Session_ID_3418,0,4,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.4
Session_ID_3419,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3420,0,5,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3421,0,10,0.0,0,0.0,0,2,8,0,0,0,1,0.0,0.0
Session_ID_3422,0,10,3.0,0,0.0,1,1,1,1,2,1,0,0.5,0.18181818181818182
Session_ID_3423,1,9,4.0,1,3.0,0,0,0,0,1,1,1,0.0,0.1
Session_ID_3424,0,8,4.0,0,0.0,0,0,1,0,2,1,1,0.0,0.2222222222222222
Session_ID_3425,0,20,2.0,0,0.0,0,0,0,0,5,0,1,0.0,0.23809523809523808
Session_ID_3426,0,81,21.0,3,15.0,0,3,2,1,10,2,1,0.0,0.12195121951219512
Session_ID_3427,1,11,1.0,3,0.0,0,0,2,0,5,2,1,0.0,0.4166666666666667
Session_ID_3428,0,6,3.0,0,1.0,0,1,0,0,1,1,1,0.0,0.14285714285714285
Session_ID_3429,0,23,0.0,0,1.0,1,2,4,0,2,0,0,0.3333333333333333,0.08333333333333333
Session_ID_3430,0,13,2.0,0,2.0,1,1,2,1,4,0,0,0.5,0.2857142857142857
Session_ID_3431,1,5,2.0,1,0.0,0,1,0,0,0,0,1,0.0,0.0
Session_ID_3432,0,7,1.0,0,0.0,0,3,2,0,1,0,1,0.0,0.125
Session_ID_3433,1,15,3.0,0,3.0,0,0,8,0,0,1,1,0.0,0.0
Session_ID_3434,0,4,1.0,0,0.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_3435,1,14,1.0,0,0.0,0,0,3,0,4,0,1,0.0,0.26666666666666666
Session_ID_3436,1,29,10.0,0,2.0,0,3,3,0,11,1,1,0.0,0.36666666666666664
Session_ID_3437,1,8,0.0,0,0.0,0,0,1,0,2,0,1,0.0,0.2222222222222222
Session_ID_3438,0,5,0.0,0,0.0,0,2,2,0,1,0,1,0.0,0.16666666666666666
Session_ID_3439,0,4,0.0,0,1.0,0,0,2,0,1,0,1,0.0,0.2
Session_ID_3440,1,50,12.0,20,2.0,0,1,4,0,3,2,1,0.0,0.058823529411764705
Session_ID_3441,0,12,0.0,0,1.0,1,1,9,0,0,0,0,0.5,0.0
Session_ID_3442,0,7,1.0,0,0.0,1,1,1,1,1,0,1,0.5,0.125
Session_ID_3443,0,10,2.0,2,3.0,0,0,1,0,0,2,1,0.0,0.0
Session_ID_3444,0,10,4.0,0,0.0,0,0,3,0,0,1,1,0.0,0.0
Session_ID_3445,0,14,4.0,0,4.0,0,1,1,1,2,1,1,0.0,0.13333333333333333
Session_ID_3446,0,6,2.0,0,0.0,0,1,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_3447,1,26,7.0,6,1.0,0,0,1,0,5,2,1,0.0,0.18518518518518517
Session_ID_3448,0,16,8.0,0,2.0,0,1,3,0,2,1,1,0.0,0.11764705882352941
Session_ID_3449,1,5,2.0,0,0.0,0,1,1,0,1,0,1,0.0,0.16666666666666666
Session_ID_3450,1,19,8.0,0,1.0,0,1,8,0,0,1,1,0.0,0.0
Session_ID_3451,0,2,0.0,0,0.0,1,1,0,0,0,0,0,0.5,0.0
Session_ID_3452,0,3,0.0,0,1.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_3453,0,49,2.0,5,4.0,0,1,0,1,3,2,1,0.0,0.06
Session_ID_3454,0,8,0.0,0,2.0,0,0,6,0,0,0,1,0.0,0.0
Session_ID_3455,0,5,1.0,0,1.0,0,2,1,0,0,0,1,0.0,0.0
Session_ID_3456,0,17,3.0,4,1.0,1,2,3,0,0,2,0,0.3333333333333333,0.0
Session_ID_3457,0,40,18.0,12,3.0,1,1,3,1,1,2,0,0.5,0.024390243902439025
Session_ID_3458,0,28,21.0,0,2.0,0,0,1,0,3,1,1,0.0,0.10344827586206896
Session_ID_3459,0,11,6.0,0,1.0,0,1,1,0,2,1,1,0.0,0.16666666666666666
Session_ID_3460,0,6,1.0,0,1.0,0,0,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_3461,0,14,0.0,0,5.0,0,3,5,0,1,0,1,0.0,0.06666666666666667
Session_ID_3462,0,8,3.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2222222222222222
Session_ID_3463,0,27,0.0,0,0.0,1,2,0,0,2,0,0,0.3333333333333333,0.07142857142857142
Session_ID_3464,0,7,0.0,0,1.0,0,1,1,0,3,0,1,0.0,0.375
Session_ID_3465,0,10,1.0,0,0.0,0,4,4,0,1,0,1,0.0,0.09090909090909091
Session_ID_3466,0,19,2.0,0,2.0,0,2,3,0,2,0,1,0.0,0.1
Session_ID_3467,0,16,5.0,0,9.0,0,0,1,0,1,1,1,0.0,0.058823529411764705
Session_ID_3468,0,7,1.0,1,1.0,0,0,0,0,3,0,1,0.0,0.375
Session_ID_3469,0,7,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_3470,0,9,1.0,0,1.0,0,0,4,0,3,0,1,0.0,0.3
Session_ID_3471,1,10,0.0,0,0.0,0,0,1,0,1,0,1,0.0,0.09090909090909091
Session_ID_3472,0,11,0.0,0,3.0,0,3,3,0,1,0,1,0.0,0.08333333333333333
Session_ID_3473,0,12,5.0,0,2.0,0,2,2,1,0,1,1,0.0,0.0
Session_ID_3474,0,13,5.0,0,1.0,0,1,1,1,2,1,1,0.0,0.14285714285714285
Session_ID_3475,1,3,0.0,0,0.0,0,0,1,0,1,0,1,0.0,0.25
Session_ID_3476,0,4,0.0,0,1.0,1,1,0,1,0,0,1,0.5,0.0
Session_ID_3477,1,6,3.0,0,0.0,0,0,0,0,2,1,1,0.0,0.2857142857142857
Session_ID_3478,0,15,6.0,0,2.0,1,3,1,0,2,1,0,0.25,0.125
Session_ID_3479,0,20,12.0,0,2.0,0,1,2,0,3,1,1,0.0,0.14285714285714285
Session_ID_3480,1,12,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.07692307692307693
Session_ID_3481,0,7,1.0,0,0.0,1,2,1,0,2,0,0,0.3333333333333333,0.25
Session_ID_3482,0,10,4.0,0,2.0,0,1,1,0,2,1,1,0.0,0.18181818181818182
Session_ID_3483,1,2,1.0,0,0.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_3484,0,21,3.0,0,1.0,0,3,8,0,0,1,1,0.0,0.0
Session_ID_3485,0,6,0.0,0,2.0,1,1,0,0,1,0,0,0.5,0.14285714285714285
Session_ID_3486,1,12,1.0,0,1.0,2,1,5,0,1,0,0,1.0,0.07692307692307693
Session_ID_3487,0,6,1.0,0,1.0,0,2,0,0,2,0,1,0.0,0.2857142857142857
Session_ID_3488,0,7,0.0,0,1.0,0,0,1,0,1,0,1,0.0,0.125
Session_ID_3489,0,11,6.0,0,2.0,0,0,3,0,0,1,1,0.0,0.0
Session_ID_3490,0,12,8.0,0,0.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_3491,0,20,2.0,10,1.0,0,2,1,0,4,2,1,0.0,0.19047619047619047
Session_ID_3492,0,9,4.0,0,1.0,0,0,2,0,0,1,1,0.0,0.0
Session_ID_3493,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3494,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_3495,0,5,0.0,0,1.0,0,1,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_3496,1,14,2.0,0,1.0,0,0,2,0,7,0,1,0.0,0.4666666666666667
Session_ID_3497,0,2,1.0,0,0.0,0,6,0,1,7,0,1,0.0,2.3333333333333335
Session_ID_3498,0,5,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3499,0,12,3.0,0,0.0,1,3,0,1,4,1,0,0.25,0.3076923076923077
Session_ID_3500,0,11,0.0,0,2.0,0,0,2,0,2,0,1,0.0,0.16666666666666666
Session_ID_3501,1,4,1.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3502,1,32,2.0,2,2.0,0,0,6,0,17,2,1,0.0,0.5151515151515151
Session_ID_3503,0,35,8.0,1,10.0,0,2,5,1,5,1,1,0.0,0.1388888888888889
Session_ID_3504,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3505,0,9,1.0,2,2.0,1,1,0,0,2,0,0,0.5,0.2
Session_ID_3506,0,9,1.0,0,0.0,0,1,4,0,0,0,1,0.0,0.0
Session_ID_3507,0,45,4.0,0,1.0,0,1,24,0,1,1,1,0.0,0.021739130434782608
Session_ID_3508,0,13,0.0,0,5.0,0,1,6,0,0,0,1,0.0,0.0
Session_ID_3509,1,12,7.0,2,0.0,0,0,1,0,1,2,1,0.0,0.07692307692307693
Session_ID_3510,1,17,6.0,2,0.0,0,0,1,0,2,2,1,0.0,0.1111111111111111
Session_ID_3511,0,14,2.0,0,0.0,0,1,2,1,4,0,1,0.0,0.26666666666666666
Session_ID_3512,1,9,2.0,0,0.0,0,2,2,0,3,0,1,0.0,0.3
Session_ID_3513,1,9,2.0,2,2.0,0,0,1,0,2,2,1,0.0,0.2
Session_ID_3514,0,16,1.0,0,1.0,1,1,11,0,0,0,0,0.5,0.0
Session_ID_3515,0,21,4.0,0,1.0,0,1,3,1,8,1,1,0.0,0.36363636363636365
Session_ID_3516,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3517,0,10,1.0,0,1.0,0,0,1,0,3,0,1,0.0,0.2727272727272727
Session_ID_3518,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3519,0,6,0.0,0,1.0,0,1,1,1,2,0,1,0.0,0.2857142857142857
Session_ID_3520,0,7,1.0,0,1.0,0,3,0,1,1,0,1,0.0,0.125
Session_ID_3521,0,19,10.0,3,0.0,0,0,2,0,3,2,1,0.0,0.15
Session_ID_3522,1,23,15.0,4,0.0,0,0,0,0,0,2,1,0.0,0.0
Session_ID_3523,0,6,0.0,0,1.0,0,1,1,0,3,0,1,0.0,0.42857142857142855
Session_ID_3524,0,11,4.0,1,0.0,1,1,1,1,2,1,0,0.5,0.16666666666666666
Session_ID_3525,1,4,1.0,0,1.0,0,1,0,0,1,0,1,0.0,0.2
Session_ID_3526,0,1,0.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_3527,0,11,6.0,0,1.0,0,1,2,0,1,1,1,0.0,0.08333333333333333
Session_ID_3528,0,1,2.0,0,0.0,3,2,1,1,1,0,0,1.0,0.5
Session_ID_3529,1,3,1.0,1,0.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_3530,0,6,0.0,0,2.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_3531,1,4,1.0,0,0.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_3532,0,7,0.0,0,2.0,0,2,3,0,0,0,1,0.0,0.0
Session_ID_3533,1,13,4.0,0,2.0,0,0,5,0,1,1,1,0.0,0.07142857142857142
Session_ID_3534,0,17,4.0,1,2.0,0,2,1,0,6,1,1,0.0,0.3333333333333333
Session_ID_3535,1,4,1.0,0,2.0,0,0,0,0,1,0,1,0.0,0.2
Session_ID_3536,0,17,11.0,0,1.0,1,1,1,1,0,1,0,0.5,0.0
Session_ID_3537,1,3,0.0,1,1.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_3538,0,19,0.0,0,1.0,0,0,1,0,9,0,1,0.0,0.45
Session_ID_3539,1,13,6.0,4,1.0,0,0,0,0,2,2,1,0.0,0.14285714285714285
Session_ID_3540,0,11,0.0,0,1.0,0,1,1,0,2,0,1,0.0,0.16666666666666666
Session_ID_3541,0,15,7.0,0,3.0,1,2,1,0,1,1,0,0.3333333333333333,0.0625
Session_ID_3542,0,9,1.0,0,1.0,1,2,1,1,1,0,0,0.3333333333333333,0.1
Session_ID_3543,0,31,3.0,3,4.0,0,1,6,1,9,2,1,0.0,0.28125
Session_ID_3544,0,6,0.0,0,3.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_3545,0,15,9.0,1,1.0,0,1,1,0,2,1,1,0.0,0.125
Session_ID_3546,0,37,15.0,0,2.0,0,2,14,0,2,1,1,0.0,0.05263157894736842
Session_ID_3547,0,24,13.0,0,0.0,1,1,3,0,4,1,0,0.5,0.16
Session_ID_3548,1,5,1.0,0,1.0,0,0,1,0,1,0,1,0.0,0.16666666666666666
Session_ID_3549,0,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_3550,0,24,11.0,2,1.0,1,2,2,1,3,2,0,0.3333333333333333,0.12
Session_ID_3551,0,9,0.0,0,1.0,0,0,2,0,2,0,1,0.0,0.2
Session_ID_3552,1,7,2.0,0,0.0,0,1,4,0,0,0,1,0.0,0.0
Session_ID_3553,0,5,0.0,0,1.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_3554,0,7,0.0,0,0.0,0,2,1,1,3,0,1,0.0,0.375
Session_ID_3555,0,14,6.0,0,0.0,1,1,1,1,2,1,1,0.5,0.13333333333333333
Session_ID_3556,0,1,4.0,21,2.0,0,3,4,1,8,2,1,0.0,4.0
Session_ID_3557,0,7,2.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_3558,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3559,1,8,2.0,0,1.0,0,0,2,0,3,0,1,0.0,0.3333333333333333
Session_ID_3560,0,9,2.0,0,1.0,0,0,1,0,5,0,1,0.0,0.5
Session_ID_3561,1,11,2.0,0,1.0,0,1,1,1,5,0,1,0.0,0.4166666666666667
Session_ID_3562,1,20,4.0,0,2.0,0,0,6,0,3,1,1,0.0,0.14285714285714285
Session_ID_3563,0,16,10.0,0,1.0,0,0,0,0,5,1,1,0.0,0.29411764705882354
Session_ID_3564,0,5,1.0,0,1.0,0,1,0,1,1,0,1,0.0,0.16666666666666666
Session_ID_3565,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3566,0,20,15.0,0,1.0,0,1,2,0,1,1,1,0.0,0.047619047619047616
Session_ID_3567,0,30,3.0,6,6.0,1,5,1,0,8,2,0,0.16666666666666666,0.25806451612903225
Session_ID_3568,0,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_3569,0,20,0.0,0,2.0,0,0,3,0,2,0,1,0.0,0.09523809523809523
Session_ID_3570,0,24,8.0,0,4.0,0,2,8,0,2,1,1,0.0,0.08
Session_ID_3571,1,9,3.0,0,0.0,0,0,2,0,2,1,1,0.0,0.2
Session_ID_3572,0,1,0.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_3573,1,1,7.0,0,0.0,0,2,2,0,3,1,1,0.0,1.5
Session_ID_3574,1,8,4.0,0,0.0,0,1,2,0,1,1,1,0.0,0.1111111111111111
Session_ID_3575,1,18,0.0,0,2.0,0,0,2,0,8,0,1,0.0,0.42105263157894735
Session_ID_3576,1,4,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.4
Session_ID_3577,0,32,12.0,0,3.0,0,2,15,0,0,1,1,0.0,0.0
Session_ID_3578,0,11,1.0,0,1.0,1,1,0,1,1,0,0,0.5,0.08333333333333333
Session_ID_3579,1,19,14.0,0,1.0,0,0,2,0,1,1,1,0.0,0.05
Session_ID_3580,0,14,9.0,0,1.0,0,1,1,0,2,1,1,0.0,0.13333333333333333
Session_ID_3581,0,26,12.0,1,2.0,1,1,0,1,0,1,0,0.5,0.0
Session_ID_3582,1,12,1.0,2,3.0,0,1,1,1,3,0,1,0.0,0.23076923076923078
Session_ID_3583,0,4,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.4
Session_ID_3584,0,9,3.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2
Session_ID_3585,0,13,0.0,0,0.0,0,1,10,0,0,0,1,0.0,0.0
Session_ID_3586,0,3,0.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3587,0,6,2.0,0,0.0,0,1,2,0,1,0,1,0.0,0.14285714285714285
Session_ID_3588,0,6,1.0,0,1.0,0,1,1,1,1,0,1,0.0,0.14285714285714285
Session_ID_3589,0,24,5.0,6,3.0,1,3,1,1,3,2,0,0.25,0.12
Session_ID_3590,1,6,1.0,0,0.0,0,1,4,0,0,0,1,0.0,0.0
Session_ID_3591,0,18,0.0,0,1.0,0,8,5,0,4,0,1,0.0,0.21052631578947367
Session_ID_3592,0,9,2.0,0,2.0,0,2,0,0,3,0,1,0.0,0.3
Session_ID_3593,0,4,1.0,0,0.0,0,1,0,0,0,0,1,0.0,0.0
Session_ID_3594,0,7,0.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_3595,0,11,0.0,0,3.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_3596,0,8,0.0,0,1.0,0,1,1,0,3,0,1,0.0,0.3333333333333333
Session_ID_3597,0,11,2.0,0,3.0,1,2,0,0,3,0,1,0.3333333333333333,0.25
Session_ID_3598,0,12,4.0,0,0.0,1,1,0,1,1,1,0,0.5,0.07692307692307693
Session_ID_3599,0,5,0.0,0,2.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_3600,0,1,3.0,0,2.0,0,0,2,0,1,1,1,0.0,0.5
Session_ID_3601,0,6,0.0,0,2.0,1,2,0,0,1,0,0,0.3333333333333333,0.14285714285714285
Session_ID_3602,0,9,2.0,0,0.0,0,4,1,0,1,0,1,0.0,0.1
Session_ID_3603,1,7,2.0,0,0.0,0,0,3,0,1,0,1,0.0,0.125
Session_ID_3604,0,26,7.0,3,1.0,0,1,5,1,4,2,1,0.0,0.14814814814814814
Session_ID_3605,0,14,3.0,0,1.0,1,1,1,1,5,1,0,0.5,0.3333333333333333
Session_ID_3606,0,12,6.0,0,1.0,0,1,3,0,1,1,1,0.0,0.07692307692307693
Session_ID_3607,0,4,0.0,0,1.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_3608,1,6,2.0,0,0.0,0,1,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_3609,0,10,0.0,0,1.0,0,3,6,0,0,0,1,0.0,0.0
Session_ID_3610,0,8,0.0,0,0.0,1,1,1,0,1,0,0,0.5,0.1111111111111111
Session_ID_3611,0,5,0.0,0,2.0,0,0,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_3612,1,36,9.0,4,2.0,0,1,0,1,16,2,1,0.0,0.43243243243243246
Session_ID_3613,0,9,0.0,0,2.0,0,1,1,0,5,0,1,0.0,0.5
Session_ID_3614,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3615,1,4,0.0,1,0.0,0,0,0,0,3,0,1,0.0,0.6
Session_ID_3616,1,3,0.0,0,0.0,0,0,3,0,0,0,1,0.0,0.0
Session_ID_3617,0,8,1.0,0,1.0,0,1,2,0,3,0,1,0.0,0.3333333333333333
Session_ID_3618,0,2,0.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3619,1,19,9.0,0,0.0,0,0,4,0,1,1,1,0.0,0.05
Session_ID_3620,0,9,2.0,0,1.0,0,1,0,1,4,0,1,0.0,0.4
Session_ID_3621,1,2,0.0,0,2.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_3622,0,16,0.0,0,1.0,1,2,0,0,11,0,0,0.3333333333333333,0.6470588235294118
Session_ID_3623,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3624,0,5,1.0,0,1.0,0,2,1,0,0,0,1,0.0,0.0
Session_ID_3625,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3626,1,11,6.0,0,1.0,0,0,1,0,3,1,1,0.0,0.25
Session_ID_3627,0,19,1.0,2,0.0,0,0,3,0,8,0,1,0.0,0.4
Session_ID_3628,0,10,4.0,0,2.0,0,1,1,0,2,1,1,0.0,0.18181818181818182
Session_ID_3629,1,33,29.0,0,0.0,0,1,3,0,0,1,1,0.0,0.0
Session_ID_3630,0,5,0.0,0,1.0,0,2,2,0,0,0,1,0.0,0.0
Session_ID_3631,0,11,3.0,0,2.0,0,1,2,0,3,1,1,0.0,0.25
Session_ID_3632,0,16,3.0,0,0.0,2,2,7,0,1,1,0,0.6666666666666666,0.058823529411764705
Session_ID_3633,0,51,20.0,10,4.0,1,1,5,1,7,2,0,0.5,0.1346153846153846
Session_ID_3634,0,9,2.0,0,3.0,0,1,1,0,2,0,1,0.0,0.2
Session_ID_3635,0,12,8.0,0,0.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_3636,0,17,1.0,0,3.0,1,5,7,0,0,0,0,0.16666666666666666,0.0
Session_ID_3637,0,29,9.0,12,0.0,0,2,1,1,0,2,1,0.0,0.0
Session_ID_3638,0,24,6.0,0,5.0,0,1,11,0,0,1,1,0.0,0.0
Session_ID_3639,0,16,9.0,0,0.0,1,1,1,1,2,1,0,0.5,0.11764705882352941
Session_ID_3640,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3641,0,2,0.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3642,1,17,1.0,1,1.0,0,1,2,1,3,0,1,0.0,0.16666666666666666
Session_ID_3643,0,5,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3644,0,14,2.0,0,1.0,0,0,5,0,0,0,1,0.0,0.0
Session_ID_3645,0,41,3.0,0,2.0,0,1,7,0,16,1,1,0.0,0.38095238095238093
Session_ID_3646,0,25,4.0,10,5.0,1,1,0,1,3,2,0,0.5,0.11538461538461539
Session_ID_3647,0,2,0.0,0,0.0,0,1,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_3648,0,6,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_3649,1,12,2.0,0,0.0,0,0,1,0,6,0,1,0.0,0.46153846153846156
Session_ID_3650,0,10,2.0,0,1.0,1,1,1,1,2,0,0,0.5,0.18181818181818182
Session_ID_3651,0,20,2.0,0,1.0,0,1,0,0,4,0,1,0.0,0.19047619047619047
Session_ID_3652,0,6,0.0,0,1.0,0,1,0,0,3,0,1,0.0,0.42857142857142855
Session_ID_3653,1,16,5.0,3,0.0,0,0,2,0,3,2,1,0.0,0.17647058823529413
Session_ID_3654,0,16,7.0,2,0.0,0,0,1,0,4,2,1,0.0,0.23529411764705882
Session_ID_3655,1,13,9.0,0,1.0,0,0,3,0,0,1,1,0.0,0.0
Session_ID_3656,0,10,0.0,0,0.0,1,1,1,0,3,0,0,0.5,0.2727272727272727
Session_ID_3657,1,2,1.0,0,0.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_3658,0,8,0.0,0,3.0,0,1,2,0,2,0,1,0.0,0.2222222222222222
Session_ID_3659,0,35,3.0,0,5.0,0,2,7,0,1,1,1,0.0,0.027777777777777776
Session_ID_3660,0,32,8.0,18,2.0,0,1,0,0,2,2,1,0.0,0.06060606060606061
Session_ID_3661,1,3,1.0,0,0.0,0,0,1,0,1,0,1,0.0,0.25
Session_ID_3662,0,4,1.0,0,0.0,0,0,2,0,1,0,1,0.0,0.2
Session_ID_3663,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_3664,1,19,9.0,6,2.0,0,0,1,0,1,2,1,0.0,0.05
Session_ID_3665,1,34,1.0,0,0.0,0,1,25,0,3,0,1,0.0,0.08571428571428572
Session_ID_3666,0,11,2.0,1,1.0,1,1,1,1,1,0,1,0.5,0.08333333333333333
Session_ID_3667,0,13,0.0,0,2.0,0,0,4,0,1,0,1,0.0,0.07142857142857142
Session_ID_3668,0,7,1.0,0,2.0,0,1,0,0,3,0,1,0.0,0.375
Session_ID_3669,1,13,0.0,0,0.0,0,1,2,0,1,0,1,0.0,0.07142857142857142
Session_ID_3670,0,54,19.0,0,3.0,0,0,18,0,2,1,1,0.0,0.03636363636363636
Session_ID_3671,1,2,0.0,0,0.0,0,2,0,0,0,0,1,0.0,0.0
Session_ID_3672,0,12,0.0,0,1.0,1,1,1,0,1,0,0,0.5,0.07692307692307693
Session_ID_3673,1,10,3.0,0,0.0,0,1,0,1,5,1,1,0.0,0.45454545454545453
Session_ID_3674,0,5,1.0,0,2.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_3675,0,9,0.0,0,0.0,1,1,2,0,1,0,0,0.5,0.1
Session_ID_3676,0,6,1.0,0,0.0,0,1,3,0,1,0,1,0.0,0.14285714285714285
Session_ID_3677,0,6,0.0,0,2.0,0,2,2,0,0,0,1,0.0,0.0
Session_ID_3678,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_3679,1,7,3.0,2,0.0,0,1,0,0,0,2,1,0.0,0.0
Session_ID_3680,0,15,5.0,0,2.0,0,0,6,0,0,1,1,0.0,0.0
Session_ID_3681,0,11,5.0,0,1.0,0,0,1,0,3,1,1,0.0,0.25
Session_ID_3682,0,18,3.0,0,0.0,0,0,3,0,7,1,1,0.0,0.3684210526315789
Session_ID_3683,0,8,3.0,0,0.0,0,0,0,0,2,1,1,0.0,0.2222222222222222
Session_ID_3684,1,6,1.0,0,2.0,0,1,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_3685,0,12,6.0,0,0.0,0,1,2,1,2,1,1,0.0,0.15384615384615385
Session_ID_3686,0,20,10.0,0,2.0,0,0,3,0,4,1,1,0.0,0.19047619047619047
Session_ID_3687,1,15,9.0,0,0.0,0,1,3,0,0,1,1,0.0,0.0
Session_ID_3688,0,4,1.0,0,1.0,0,1,0,0,1,0,1,0.0,0.2
Session_ID_3689,0,12,6.0,1,1.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_3690,1,11,4.0,3,1.0,0,0,1,0,2,2,1,0.0,0.16666666666666666
Session_ID_3691,0,4,1.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_3692,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
